invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I261646,C235161,Female,28,Clothing,2,600.16,Cash,17/05/2022,Emaar Square Mall
I177032,C102995,Female,30,Food & Beverage,1,5.23,Credit Card,10/11/2022,Kanyon
I141033,C480347,Female,55,Shoes,2,1200.34,Cash,19/12/2022,Kanyon
I307779,C387652,Female,34,Technology,3,3150,Cash,26/01/2021,Mall of Istanbul
I328303,C267895,Male,60,Cosmetics,5,203.3,Cash,16/03/2021,Metropol AVM
I200123,C500414,Male,47,Clothing,3,900.24,Cash,10/5/2022,Emaar Square Mall
I102084,C339822,Male,25,Shoes,2,1200.34,Cash,19/02/2022,Metrocity
I256088,C173030,Female,68,Clothing,3,900.24,Cash,8/11/2022,Forum Istanbul
I720651,C293253,Male,42,Cosmetics,4,162.64,Cash,12/5/2021,Kanyon
I325604,C305329,Female,57,Clothing,4,1200.32,Credit Card,8/4/2022,Metrocity
I333223,C201697,Female,67,Clothing,5,1500.4,Credit Card,12/4/2021,Metrocity
I307839,C282504,Female,66,Clothing,5,1500.4,Cash,13/08/2021,Mall of Istanbul
I198569,C255093,Male,42,Clothing,1,300.08,Cash,19/09/2022,Kanyon
I328596,C244737,Female,38,Clothing,2,600.16,Cash,17/01/2022,Mall of Istanbul
I183884,C531826,Male,46,Cosmetics,4,162.64,Credit Card,22/08/2022,Kanyon
I150625,C632313,Female,35,Technology,5,5250,Credit Card,23/09/2022,Kanyon
I262358,C895828,Female,59,Shoes,3,1800.51,Credit Card,28/10/2022,Kanyon
I884671,C162069,Female,26,Souvenir,4,46.92,Credit Card,20/05/2022,Istinye Park
I575375,C170025,Female,48,Clothing,5,1500.4,Cash,15/07/2021,Mall of Istanbul
I176097,C168653,Female,35,Shoes,3,1800.51,Cash,10/8/2021,Mall of Istanbul
I311206,C162350,Male,60,Toys,4,143.36,Credit Card,23/08/2022,Metropol AVM
I480978,C263867,Male,31,Clothing,1,300.08,Cash,3/7/2022,Kanyon
I245601,C172341,Male,30,Books,4,60.6,Cash,7/2/2022,Metropol AVM
I271916,C476108,Female,26,Clothing,5,1500.4,Debit Card,26/06/2022,Metrocity
I154879,C338851,Male,42,Clothing,2,600.16,Cash,22/01/2021,Kanyon
I966228,C142737,Female,50,Clothing,1,300.08,Cash,29/03/2021,Forum Istanbul
I292918,C113180,Female,32,Clothing,4,1200.32,Cash,16/07/2021,Metrocity
I301341,C202691,Male,64,Technology,4,4200,Debit Card,15/09/2021,Cevahir AVM
I104562,C847884,Female,18,Books,3,45.45,Debit Card,8/1/2022,Zorlu Center
I215519,C303763,Female,27,Cosmetics,5,203.3,Cash,20/11/2022,Kanyon
I859301,C236395,Male,67,Cosmetics,1,40.66,Credit Card,25/11/2022,Metropol AVM
I363402,C301094,Male,44,Food & Beverage,3,15.69,Cash,3/2/2022,Emaar Square Mall
I399559,C291111,Female,61,Toys,3,107.52,Debit Card,1/8/2022,Cevahir AVM
I234148,C272410,Female,64,Clothing,5,1500.4,Credit Card,11/1/2023,Istinye Park
I800595,C157303,Female,23,Clothing,4,1200.32,Cash,21/04/2021,Cevahir AVM
I111976,C336348,Male,34,Shoes,5,3000.85,Credit Card,16/11/2021,Forum Istanbul
I281402,C921132,Male,36,Cosmetics,4,162.64,Credit Card,23/02/2022,Kanyon
I111676,C157028,Female,24,Clothing,3,900.24,Cash,12/5/2022,Metropol AVM
I297617,C134506,Female,54,Toys,1,35.84,Credit Card,30/01/2021,Mall of Istanbul
I235134,C328607,Female,54,Clothing,5,1500.4,Credit Card,17/11/2022,Kanyon
I170597,C553095,Male,33,Food & Beverage,2,10.46,Credit Card,18/11/2021,Kanyon
I419644,C244170,Male,35,Souvenir,2,23.46,Cash,10/1/2022,Metrocity
I105912,C255379,Male,29,Shoes,4,2400.68,Cash,22/10/2021,Metropol AVM
I191126,C116084,Female,57,Food & Beverage,1,5.23,Cash,31/07/2022,Istinye Park
I140030,C106511,Female,29,Clothing,3,900.24,Debit Card,27/11/2022,Viaport Outlet
I180040,C240931,Female,54,Clothing,5,1500.4,Credit Card,20/10/2022,Forum Istanbul
I164036,C439546,Female,56,Toys,5,179.2,Debit Card,29/08/2022,Metrocity
I115429,C190907,Female,28,Food & Beverage,4,20.92,Credit Card,16/05/2022,Mall of Istanbul
I129937,C254457,Female,40,Books,5,75.75,Cash,23/01/2023,Zorlu Center
I605466,C714110,Male,18,Clothing,2,600.16,Cash,30/01/2023,Mall of Istanbul
I217736,C137094,Female,34,Books,5,75.75,Debit Card,6/1/2023,Metrocity
I141118,C150970,Male,26,Cosmetics,5,203.3,Credit Card,10/9/2022,Zorlu Center
I636710,C245702,Male,69,Cosmetics,5,203.3,Credit Card,7/7/2022,Metrocity
I176514,C179590,Male,43,Toys,4,143.36,Credit Card,13/04/2021,Kanyon
I670214,C176973,Female,38,Toys,4,143.36,Cash,25/08/2021,Viaport Outlet
I235704,C136387,Female,57,Cosmetics,1,40.66,Credit Card,6/12/2021,Istinye Park
I286571,C207533,Female,66,Food & Beverage,1,5.23,Cash,19/10/2022,Cevahir AVM
I206632,C456185,Male,34,Shoes,4,2400.68,Cash,27/03/2022,Mall of Istanbul
I234294,C190782,Male,20,Food & Beverage,5,26.15,Cash,9/2/2022,Mall of Istanbul
I301462,C202319,Female,34,Food & Beverage,2,10.46,Cash,8/4/2021,Emaar Square Mall
I854745,C155293,Female,42,Clothing,5,1500.4,Cash,21/02/2021,Mall of Istanbul
I180538,C272164,Male,18,Shoes,3,1800.51,Debit Card,12/1/2021,Forum Istanbul
I300651,C861102,Male,34,Clothing,2,600.16,Credit Card,6/2/2022,Metropol AVM
I275830,C257082,Female,25,Cosmetics,1,40.66,Debit Card,6/1/2021,Metropol AVM
I237289,C306096,Male,21,Clothing,4,1200.32,Cash,30/04/2022,Metrocity
I339439,C291072,Male,67,Clothing,2,600.16,Credit Card,14/12/2021,Metropol AVM
I821228,C331340,Female,42,Cosmetics,4,162.64,Cash,24/11/2021,Metrocity
I461162,C230893,Male,60,Clothing,3,900.24,Credit Card,1/2/2022,Zorlu Center
I138251,C319521,Male,27,Cosmetics,3,121.98,Credit Card,1/5/2022,Istinye Park
I970825,C120691,Female,59,Books,2,30.3,Credit Card,28/02/2021,Kanyon
I111287,C216537,Male,38,Food & Beverage,2,10.46,Credit Card,19/02/2023,Emaar Square Mall
I285137,C141801,Female,66,Cosmetics,3,121.98,Cash,25/06/2021,Metrocity
I307470,C249595,Female,57,Toys,1,35.84,Cash,3/5/2021,Kanyon
I144789,C128274,Male,54,Souvenir,5,58.65,Credit Card,15/09/2021,Mall of Istanbul
I127892,C245372,Male,48,Toys,3,107.52,Debit Card,31/07/2022,Metropol AVM
I219531,C436033,Female,32,Cosmetics,3,121.98,Credit Card,20/04/2021,Metrocity
I280909,C127577,Male,37,Clothing,1,300.08,Credit Card,4/8/2022,Istinye Park
I638299,C192751,Female,18,Technology,1,1050,Credit Card,8/1/2021,Cevahir AVM
I103752,C196241,Male,30,Shoes,2,1200.34,Credit Card,2/4/2021,Metropol AVM
I286920,C313435,Female,23,Clothing,4,1200.32,Credit Card,18/08/2021,Zorlu Center
I192320,C542618,Male,66,Food & Beverage,2,10.46,Cash,17/04/2021,Zorlu Center
I246674,C537147,Male,20,Cosmetics,3,121.98,Cash,2/8/2022,Emaar Square Mall
I215840,C290626,Female,38,Food & Beverage,2,10.46,Credit Card,26/07/2022,Zorlu Center
I287120,C749440,Male,40,Cosmetics,4,162.64,Cash,17/06/2022,Istinye Park
I534827,C165272,Female,54,Clothing,5,1500.4,Credit Card,11/6/2022,Kanyon
I110137,C608235,Female,28,Books,3,45.45,Credit Card,19/09/2022,Istinye Park
I187809,C218356,Female,35,Cosmetics,3,121.98,Cash,13/02/2022,Mall of Istanbul
I812505,C339354,Male,42,Toys,5,179.2,Cash,15/04/2022,Metrocity
I329525,C231589,Male,40,Shoes,1,600.17,Debit Card,25/09/2021,Kanyon
I315087,C220943,Male,46,Shoes,4,2400.68,Cash,7/12/2021,Metrocity
I255893,C286964,Male,53,Clothing,4,1200.32,Cash,15/08/2021,Metrocity
I135784,C207060,Female,47,Food & Beverage,1,5.23,Debit Card,19/08/2022,Cevahir AVM
I263805,C110014,Female,69,Cosmetics,4,162.64,Cash,24/01/2023,Mall of Istanbul
I264772,C566039,Female,67,Shoes,3,1800.51,Credit Card,16/02/2023,Istinye Park
I321766,C326425,Male,34,Shoes,4,2400.68,Debit Card,15/07/2021,Istinye Park
I319019,C922272,Female,33,Toys,5,179.2,Cash,4/5/2022,Metropol AVM
I206294,C192032,Male,28,Shoes,5,3000.85,Debit Card,23/06/2022,Zorlu Center
I100098,C228071,Male,49,Clothing,5,1500.4,Cash,16/11/2021,Cevahir AVM
I405591,C178664,Male,65,Shoes,2,1200.34,Debit Card,26/11/2022,Mall of Istanbul
I265437,C309799,Male,49,Cosmetics,4,162.64,Cash,22/03/2022,Viaport Outlet
I209407,C250501,Male,53,Food & Beverage,3,15.69,Credit Card,5/1/2023,Metrocity
I158032,C290733,Male,42,Clothing,3,900.24,Credit Card,16/12/2022,Kanyon
I307798,C111684,Male,23,Toys,2,71.68,Debit Card,31/01/2022,Forum Istanbul
I229874,C185999,Female,39,Clothing,2,600.16,Credit Card,18/02/2021,Kanyon
I103785,C253317,Female,23,Clothing,2,600.16,Credit Card,31/03/2022,Kanyon
I424859,C272390,Male,63,Cosmetics,5,203.3,Credit Card,27/08/2022,Metrocity
I985478,C324683,Male,55,Clothing,4,1200.32,Credit Card,24/01/2023,Kanyon
I306742,C208250,Female,52,Food & Beverage,1,5.23,Credit Card,29/05/2022,Mall of Istanbul
I182617,C155046,Female,21,Clothing,2,600.16,Credit Card,6/12/2021,Zorlu Center
I157269,C319279,Female,23,Toys,3,107.52,Credit Card,19/01/2022,Kanyon
I320738,C433698,Male,28,Technology,4,4200,Debit Card,13/02/2022,Cevahir AVM
I735484,C316560,Female,62,Shoes,5,3000.85,Cash,26/06/2022,Mall of Istanbul
I121764,C203155,Male,26,Cosmetics,4,162.64,Debit Card,18/07/2022,Cevahir AVM
I688518,C182846,Female,66,Cosmetics,3,121.98,Cash,17/08/2022,Emaar Square Mall
I617817,C207137,Female,66,Clothing,2,600.16,Debit Card,17/11/2022,Metrocity
I210361,C281079,Female,43,Toys,2,71.68,Cash,24/05/2022,Mall of Istanbul
I108711,C108858,Female,55,Clothing,5,1500.4,Credit Card,9/6/2022,Istinye Park
I160055,C846597,Female,34,Clothing,3,900.24,Cash,5/10/2022,Metrocity
I141385,C268432,Female,47,Books,1,15.15,Credit Card,29/11/2021,Viaport Outlet
I190254,C174210,Female,34,Technology,3,3150,Debit Card,3/4/2022,Kanyon
I270108,C203750,Female,32,Shoes,2,1200.34,Debit Card,1/6/2021,Metropol AVM
I206558,C157412,Female,28,Toys,4,143.36,Debit Card,9/10/2022,Forum Istanbul
I168146,C282163,Female,54,Clothing,4,1200.32,Cash,11/3/2022,Metropol AVM
I124873,C755530,Female,25,Shoes,5,3000.85,Credit Card,11/10/2022,Istinye Park
I947461,C411614,Female,63,Souvenir,3,35.19,Cash,23/12/2022,Mall of Istanbul
I322353,C116169,Female,50,Technology,5,5250,Credit Card,18/07/2021,Metrocity
I188440,C256289,Female,18,Food & Beverage,3,15.69,Cash,7/5/2022,Istinye Park
I846122,C287851,Male,46,Toys,2,71.68,Cash,27/12/2021,Metrocity
I827482,C104688,Female,63,Food & Beverage,3,15.69,Debit Card,21/06/2022,Metrocity
I258970,C216224,Female,53,Clothing,2,600.16,Cash,11/5/2022,Mall of Istanbul
I243569,C199158,Female,51,Cosmetics,3,121.98,Cash,17/01/2021,Metrocity
I170168,C192236,Male,34,Clothing,1,300.08,Cash,17/04/2021,Metropol AVM
I907864,C201712,Male,61,Toys,3,107.52,Cash,10/5/2022,Metropol AVM
I256403,C329333,Male,28,Clothing,4,1200.32,Cash,6/4/2021,Metrocity
I102371,C173386,Male,18,Clothing,1,300.08,Credit Card,5/9/2022,Istinye Park
I384976,C309229,Female,44,Food & Beverage,4,20.92,Credit Card,8/2/2022,Mall of Istanbul
I403389,C191544,Female,54,Food & Beverage,4,20.92,Credit Card,28/12/2022,Mall of Istanbul
I304636,C228690,Female,34,Cosmetics,3,121.98,Debit Card,21/06/2022,Metropol AVM
I191796,C147138,Male,34,Clothing,4,1200.32,Cash,5/4/2021,Metropol AVM
I311515,C277498,Female,62,Toys,4,143.36,Credit Card,10/2/2023,Metrocity
I238163,C194095,Female,20,Food & Beverage,1,5.23,Cash,8/10/2022,Metrocity
I214183,C124448,Male,52,Clothing,3,900.24,Credit Card,13/10/2022,Kanyon
I161045,C135744,Female,40,Toys,5,179.2,Cash,30/03/2021,Metrocity
I135197,C542170,Female,27,Toys,5,179.2,Cash,22/03/2021,Istinye Park
I321853,C207128,Female,27,Cosmetics,1,40.66,Debit Card,11/6/2022,Metropol AVM
I141145,C162911,Female,35,Food & Beverage,5,26.15,Cash,4/4/2022,Metrocity
I238052,C185307,Female,39,Clothing,1,300.08,Cash,13/02/2023,Mall of Istanbul
I210994,C312599,Female,59,Clothing,1,300.08,Debit Card,23/10/2022,Istinye Park
I503732,C848856,Female,51,Cosmetics,5,203.3,Credit Card,19/09/2022,Zorlu Center
I701061,C261988,Female,44,Cosmetics,1,40.66,Cash,30/03/2022,Forum Istanbul
I138726,C323953,Male,53,Technology,3,3150,Cash,31/12/2022,Mall of Istanbul
I122670,C376952,Male,69,Cosmetics,5,203.3,Credit Card,2/8/2021,Mall of Istanbul
I281778,C516529,Female,52,Souvenir,5,58.65,Credit Card,28/04/2022,Emaar Square Mall
I105199,C229866,Female,36,Clothing,3,900.24,Debit Card,15/09/2021,Mall of Istanbul
I192671,C323166,Female,28,Clothing,4,1200.32,Credit Card,24/11/2022,Kanyon
I246301,C339014,Female,41,Books,1,15.15,Cash,12/10/2022,Kanyon
I886713,C183975,Female,62,Shoes,5,3000.85,Cash,11/9/2022,Kanyon
I201624,C383851,Male,47,Shoes,1,600.17,Credit Card,2/7/2022,Metrocity
I247675,C276489,Male,53,Clothing,4,1200.32,Credit Card,23/04/2022,Zorlu Center
I108206,C162189,Male,62,Clothing,4,1200.32,Credit Card,4/8/2022,Cevahir AVM
I310488,C245626,Female,50,Food & Beverage,4,20.92,Cash,5/5/2021,Istinye Park
I125352,C207437,Female,51,Shoes,1,600.17,Debit Card,2/8/2022,Viaport Outlet
I316799,C268064,Female,56,Clothing,2,600.16,Credit Card,29/06/2021,Kanyon
I297445,C160356,Male,61,Toys,2,71.68,Debit Card,14/02/2021,Cevahir AVM
I461255,C209344,Male,42,Clothing,3,900.24,Debit Card,14/03/2022,Emaar Square Mall
I517289,C308026,Female,64,Souvenir,1,11.73,Credit Card,21/12/2021,Mall of Istanbul
I118170,C281468,Male,55,Books,5,75.75,Cash,9/5/2021,Cevahir AVM
I693793,C198924,Male,47,Cosmetics,2,81.32,Cash,19/05/2022,Mall of Istanbul
I637484,C659661,Female,67,Clothing,2,600.16,Debit Card,29/01/2021,Emaar Square Mall
I651134,C249964,Male,53,Clothing,2,600.16,Cash,7/3/2021,Istinye Park
I312191,C158789,Male,62,Shoes,2,1200.34,Debit Card,27/04/2022,Kanyon
I215197,C124947,Female,68,Cosmetics,4,162.64,Credit Card,17/07/2021,Metropol AVM
I244666,C214034,Female,50,Food & Beverage,4,20.92,Debit Card,29/07/2022,Kanyon
I266485,C234509,Female,52,Clothing,4,1200.32,Cash,6/9/2021,Kanyon
I882432,C194305,Female,43,Clothing,5,1500.4,Debit Card,22/10/2022,Kanyon
I101596,C309263,Female,43,Books,5,75.75,Cash,30/08/2021,Kanyon
I133403,C218737,Female,24,Shoes,4,2400.68,Debit Card,15/07/2022,Kanyon
I837909,C903327,Male,44,Food & Beverage,1,5.23,Debit Card,13/02/2022,Istinye Park
I165354,C713370,Female,23,Clothing,2,600.16,Cash,12/7/2021,Viaport Outlet
I138693,C302795,Male,54,Shoes,1,600.17,Debit Card,20/06/2022,Zorlu Center
I249991,C157909,Male,20,Cosmetics,2,81.32,Credit Card,30/06/2022,Mall of Istanbul
I205250,C263729,Male,59,Books,4,60.6,Credit Card,21/04/2022,Forum Istanbul
I160591,C143752,Male,52,Cosmetics,3,121.98,Cash,6/2/2021,Istinye Park
I176703,C109484,Male,50,Cosmetics,2,81.32,Cash,8/6/2021,Kanyon
I215853,C251525,Female,26,Clothing,1,300.08,Debit Card,10/12/2022,Emaar Square Mall
I224158,C205569,Female,27,Toys,3,107.52,Cash,6/11/2022,Metrocity
I216602,C101839,Male,49,Cosmetics,1,40.66,Cash,21/07/2021,Zorlu Center
I149205,C232847,Female,20,Souvenir,4,46.92,Cash,6/1/2023,Zorlu Center
I287137,C384417,Female,50,Shoes,4,2400.68,Cash,15/08/2021,Mall of Istanbul
I262023,C225912,Male,19,Food & Beverage,1,5.23,Credit Card,13/04/2022,Istinye Park
I291412,C657261,Female,67,Cosmetics,1,40.66,Credit Card,18/09/2022,Kanyon
I143669,C110186,Female,34,Souvenir,3,35.19,Debit Card,20/05/2021,Metrocity
I175561,C289633,Female,55,Technology,3,3150,Cash,24/01/2023,Mall of Istanbul
I345082,C251191,Female,65,Shoes,4,2400.68,Credit Card,6/7/2022,Zorlu Center
I111829,C157666,Female,69,Toys,5,179.2,Cash,24/07/2021,Mall of Istanbul
I240922,C183416,Female,43,Clothing,4,1200.32,Cash,1/12/2021,Mall of Istanbul
I295135,C179265,Female,43,Food & Beverage,4,20.92,Credit Card,28/09/2022,Istinye Park
I872774,C833809,Female,64,Clothing,5,1500.4,Cash,10/6/2022,Mall of Istanbul
I275780,C321332,Female,21,Toys,1,35.84,Debit Card,8/9/2022,Metrocity
I501295,C221962,Female,50,Clothing,3,900.24,Cash,9/1/2023,Metrocity
I167056,C230008,Female,40,Technology,5,5250,Debit Card,26/03/2022,Mall of Istanbul
I323039,C885901,Male,49,Clothing,1,300.08,Cash,3/5/2021,Emaar Square Mall
I130385,C251294,Male,48,Toys,2,71.68,Cash,15/01/2021,Kanyon
I309476,C280178,Male,34,Clothing,1,300.08,Cash,24/12/2022,Mall of Istanbul
I244239,C305030,Female,65,Cosmetics,1,40.66,Cash,23/09/2021,Mall of Istanbul
I267104,C160340,Female,51,Cosmetics,3,121.98,Credit Card,2/9/2022,Metrocity
I207034,C276337,Male,29,Books,5,75.75,Cash,22/12/2021,Mall of Istanbul
I256577,C267943,Female,50,Toys,4,143.36,Debit Card,26/12/2022,Metropol AVM
I182678,C765263,Female,67,Food & Beverage,1,5.23,Debit Card,16/07/2021,Kanyon
I219625,C294231,Female,32,Cosmetics,5,203.3,Debit Card,9/10/2022,Kanyon
I248881,C184740,Female,53,Food & Beverage,3,15.69,Cash,27/01/2023,Cevahir AVM
I857134,C151689,Female,58,Clothing,5,1500.4,Debit Card,3/3/2022,Metrocity
I194880,C101669,Male,61,Cosmetics,5,203.3,Cash,17/04/2021,Metrocity
I166964,C966385,Female,43,Clothing,1,300.08,Debit Card,9/12/2021,Kanyon
I686573,C761107,Male,64,Food & Beverage,2,10.46,Credit Card,23/05/2022,Mall of Istanbul
I113775,C268772,Male,57,Clothing,2,600.16,Debit Card,21/11/2021,Zorlu Center
I136848,C328700,Male,55,Clothing,3,900.24,Debit Card,13/11/2021,Viaport Outlet
I286228,C261677,Female,38,Clothing,3,900.24,Cash,10/10/2022,Istinye Park
I623799,C155150,Female,47,Toys,2,71.68,Cash,21/02/2021,Metrocity
I322756,C326667,Female,67,Food & Beverage,5,26.15,Debit Card,11/1/2023,Mall of Istanbul
I203671,C199162,Female,67,Clothing,5,1500.4,Cash,24/04/2021,Viaport Outlet
I240031,C113472,Female,28,Food & Beverage,3,15.69,Credit Card,21/01/2023,Viaport Outlet
I979091,C410652,Female,50,Shoes,3,1800.51,Cash,26/04/2021,Cevahir AVM
I323125,C321200,Male,66,Toys,2,71.68,Debit Card,25/02/2023,Metrocity
I337663,C202352,Female,29,Clothing,1,300.08,Credit Card,3/6/2022,Kanyon
I107941,C285644,Female,62,Clothing,4,1200.32,Credit Card,11/8/2021,Mall of Istanbul
I480024,C939065,Male,44,Souvenir,1,11.73,Credit Card,23/12/2021,Mall of Istanbul
I918102,C885549,Female,33,Souvenir,3,35.19,Cash,2/6/2021,Metrocity
I319707,C300834,Female,33,Food & Beverage,2,10.46,Cash,23/06/2021,Viaport Outlet
I291671,C116138,Female,40,Food & Beverage,2,10.46,Cash,1/11/2022,Metropol AVM
I208848,C293531,Male,43,Souvenir,4,46.92,Cash,6/1/2021,Cevahir AVM
I244682,C148008,Male,62,Cosmetics,2,81.32,Credit Card,6/12/2021,Kanyon
I725453,C211660,Male,46,Food & Beverage,5,26.15,Cash,22/05/2022,Emaar Square Mall
I337936,C712924,Female,29,Clothing,4,1200.32,Cash,22/01/2021,Kanyon
I115905,C175589,Male,26,Shoes,5,3000.85,Credit Card,28/08/2021,Kanyon
I280166,C668792,Female,36,Cosmetics,2,81.32,Credit Card,25/04/2022,Kanyon
I131415,C677259,Female,52,Food & Beverage,5,26.15,Cash,8/7/2022,Istinye Park
I848902,C410748,Male,40,Clothing,3,900.24,Debit Card,21/03/2021,Mall of Istanbul
I412456,C246635,Female,45,Shoes,3,1800.51,Cash,18/06/2022,Forum Istanbul
I277042,C317628,Female,49,Clothing,1,300.08,Credit Card,7/2/2023,Kanyon
I415901,C217605,Female,40,Food & Beverage,1,5.23,Debit Card,13/02/2023,Cevahir AVM
I208946,C250983,Female,68,Toys,1,35.84,Credit Card,12/12/2021,Kanyon
I549575,C127784,Male,54,Food & Beverage,3,15.69,Debit Card,31/08/2021,Istinye Park
I930460,C243844,Male,61,Food & Beverage,2,10.46,Cash,4/6/2021,Istinye Park
I151570,C273331,Female,33,Cosmetics,1,40.66,Debit Card,2/2/2021,Mall of Istanbul
I253181,C174884,Female,41,Toys,2,71.68,Credit Card,27/04/2022,Metrocity
I160275,C846155,Male,42,Clothing,2,600.16,Cash,9/12/2021,Mall of Istanbul
I514338,C284047,Female,31,Clothing,2,600.16,Cash,22/04/2021,Emaar Square Mall
I262007,C220867,Male,58,Shoes,3,1800.51,Cash,14/11/2022,Mall of Istanbul
I250471,C143825,Female,33,Clothing,1,300.08,Cash,14/12/2022,Metropol AVM
I285498,C185599,Female,59,Cosmetics,4,162.64,Cash,8/1/2023,Kanyon
I233440,C708963,Female,28,Cosmetics,3,121.98,Credit Card,24/07/2022,Cevahir AVM
I206377,C238664,Male,38,Food & Beverage,5,26.15,Credit Card,23/02/2021,Kanyon
I258798,C154669,Female,65,Clothing,4,1200.32,Credit Card,11/11/2021,Emaar Square Mall
I220473,C118931,Male,45,Cosmetics,4,162.64,Debit Card,23/08/2022,Metrocity
I619461,C221566,Male,68,Clothing,1,300.08,Cash,6/2/2023,Metropol AVM
I314103,C101314,Female,31,Cosmetics,5,203.3,Credit Card,9/10/2021,Emaar Square Mall
I259930,C280645,Female,30,Souvenir,3,35.19,Credit Card,12/4/2021,Zorlu Center
I148383,C157443,Male,66,Clothing,2,600.16,Cash,15/04/2021,Metrocity
I160758,C742590,Male,54,Clothing,4,1200.32,Cash,26/10/2022,Kanyon
I138065,C265098,Female,47,Toys,5,179.2,Cash,30/09/2022,Kanyon
I239068,C235806,Female,30,Clothing,2,600.16,Credit Card,11/11/2022,Zorlu Center
I203721,C423776,Male,34,Cosmetics,1,40.66,Debit Card,27/05/2021,Zorlu Center
I626431,C497169,Male,37,Shoes,5,3000.85,Credit Card,19/11/2022,Istinye Park
I280926,C515681,Female,49,Shoes,4,2400.68,Credit Card,13/12/2021,Metrocity
I235027,C116594,Female,50,Cosmetics,1,40.66,Credit Card,12/4/2021,Forum Istanbul
I173890,C832736,Female,29,Food & Beverage,5,26.15,Credit Card,15/06/2022,Metropol AVM
I158937,C539938,Male,23,Clothing,3,900.24,Debit Card,19/12/2021,Metrocity
I183031,C242977,Female,48,Toys,1,35.84,Debit Card,6/10/2022,Mall of Istanbul
I185417,C328668,Female,40,Clothing,5,1500.4,Cash,22/03/2021,Forum Istanbul
I273747,C251513,Female,68,Clothing,2,600.16,Debit Card,25/08/2021,Metrocity
I312264,C206197,Female,54,Cosmetics,5,203.3,Cash,22/06/2022,Mall of Istanbul
I226554,C317073,Female,67,Toys,3,107.52,Debit Card,21/02/2021,Mall of Istanbul
I927162,C829694,Male,25,Clothing,1,300.08,Credit Card,10/8/2022,Mall of Istanbul
I300139,C208645,Male,21,Cosmetics,1,40.66,Credit Card,9/5/2021,Cevahir AVM
I229423,C108888,Female,42,Clothing,1,300.08,Credit Card,3/9/2022,Mall of Istanbul
I321558,C333823,Male,40,Souvenir,5,58.65,Credit Card,19/11/2021,Cevahir AVM
I783998,C267766,Male,47,Souvenir,3,35.19,Debit Card,12/2/2021,Viaport Outlet
I252805,C103558,Female,50,Souvenir,4,46.92,Cash,1/5/2022,Metrocity
I224355,C105991,Male,27,Clothing,4,1200.32,Debit Card,23/02/2022,Mall of Istanbul
I916594,C193534,Male,33,Clothing,2,600.16,Cash,3/6/2022,Cevahir AVM
